snapshot_version,cutoff_date,association_id,disease_code,pmid,subject_type,subject_id,source_field,evidence_text,evidence_start,evidence_end,confidence
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,entity,FTD-R-044-E03,abstract,"Results: According to the American College of Medical Genetics and Genomics (ACMG) standards and guidelines, we identified four reported pathogenic variants, namely, PSEN1 c.A344G, APP c.G2149A, MAPT c.G1165A, and MAPT c.G742A, one reported likely pathogenic variant, namely, PSEN2 c.G100A, one novel pathogenic variants, SQSTM1 c.C671A, and three novel likely pathogenic variants, namely, ABCA7 c.C4690T, ATP13A2 c.3135delC, and NOS3 c.2897-2A > G.",491,940,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,entity,FTD-R-044-E04,abstract,"Results: According to the American College of Medical Genetics and Genomics (ACMG) standards and guidelines, we identified four reported pathogenic variants, namely, PSEN1 c.A344G, APP c.G2149A, MAPT c.G1165A, and MAPT c.G742A, one reported likely pathogenic variant, namely, PSEN2 c.G100A, one novel pathogenic variants, SQSTM1 c.C671A, and three novel likely pathogenic variants, namely, ABCA7 c.C4690T, ATP13A2 c.3135delC, and NOS3 c.2897-2A > G.",491,940,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,entity,FTD-R-044-E05,abstract,"21 variants with uncertain significance in PSEN2, C9orf72, NOTCH3, ABCA7, ERBB4, GRN, MPO, SETX, SORL1, NEFH, ADCM10, and SORL1, etc., were also detected in patients with Alzheimer's disease (AD) and frontotemporal dementia (FTD).",941,1171,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,geography,FTD-R-044-G01,affiliation,"Alzheimer's Disease and Related Disorders Center, Shanghai Mental Health Center, Department of Geriatric Psychiatry, Shanghai Jiao Tong University School of Medicine, Shanghai, China.",0,183,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,method_model,FTD-R-044-M01,title,Analysis of Genotype-Phenotype Correlations in Patients With Degenerative Dementia Through the Whole Exome Sequencing.,0,118,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,outcome,FTD-R-044-O01,abstract,"Results: According to the American College of Medical Genetics and Genomics (ACMG) standards and guidelines, we identified four reported pathogenic variants, namely, PSEN1 c.A344G, APP c.G2149A, MAPT c.G1165A, and MAPT c.G742A, one reported likely pathogenic variant, namely, PSEN2 c.G100A, one novel pathogenic variants, SQSTM1 c.C671A, and three novel likely pathogenic variants, namely, ABCA7 c.C4690T, ATP13A2 c.3135delC, and NOS3 c.2897-2A > G.",491,940,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,outcome,FTD-R-044-O02,abstract,Conclusion: The new variants in dementia-related genes indicated heterogeneity in pathogenesis and phenotype of degenerative dementia.,1172,1306,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-044,FTD,34720994,population,FTD-R-044-P01,abstract,Methods: We recruited a group of 84 dementia patients and conducted the whole exome sequencing (WES).,302,403,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-045,FTD,31173437,entity,FTD-R-045-E01,title,Brain MR Spectroscopy Changes Precede Frontotemporal Lobar Degeneration Phenoconversion in Mapt Mutation Carriers.,0,114,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-045,FTD,31173437,geography,FTD-R-045-G01,affiliation,"Department of Neurology, West China Hospital of Sichuan University, Chengdu, Sichuan, China.",508,600,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-045,FTD,31173437,method_model,FTD-R-045-M01,abstract,"BACKGROUND AND PURPOSE: The objective of this study was to longitudinally investigate the trajectory of change in 1 H MRS measurements in asymptomatic MAPT mutation carriers who became symptomatic during follow-up, and to determine the time at which the neurochemical alterations accelerated during disease progression.",0,319,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-045,FTD,31173437,outcome,FTD-R-045-O01,abstract,"RESULTS: The decrease in the NAA/mI ratio accelerated 2.09 years prior to symptom onset, and continued to decline.",850,964,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-045,FTD,31173437,outcome,FTD-R-045-O02,abstract,CONCLUSIONS: Our findings support the potential use of longitudinal 1 H MRS for monitoring the neurodegenerative progression in MAPT mutation carriers starting from the asymptomatic stage.,1088,1276,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-045,FTD,31173437,population,FTD-R-045-P01,abstract,"All participants were longitudinally followed with an average of 7.75 years (range 4-11 years) and underwent two or more single voxel 1 H MRS examinations from the posterior cingulate voxel, with a total of 60 examinations.",449,672,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,entity,FTD-R-046-E01,title,Pathological Progression Induced by the Frontotemporal Dementia-Associated R406W Tau Mutation in Patient-Derived iPSCs.,0,119,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,geography,FTD-R-046-G01,affiliation,"Department of Physiology, School of Medicine, Keio University, 35 Shinanomachi, Shinjuku-ku, Tokyo 160-8582, Japan; Department of Biomedical Chemistry, School of International Health, Graduate School of Medicine, University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo 113-8654, Japan.",0,280,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,geography,FTD-R-046-G02,affiliation,"Department of Psychiatry and Hope Center for Neurological Disorders, Washington University in St. Louis, St. Louis, MO 63110, USA.",832,962,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,method_model,FTD-R-046-M01,title,Pathological Progression Induced by the Frontotemporal Dementia-Associated R406W Tau Mutation in Patient-Derived iPSCs.,0,119,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,method_model,FTD-R-046-M02,title,Pathological Progression Induced by the Frontotemporal Dementia-Associated R406W Tau Mutation in Patient-Derived iPSCs.,0,119,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,outcome,FTD-R-046-O01,title,Pathological Progression Induced by the Frontotemporal Dementia-Associated R406W Tau Mutation in Patient-Derived iPSCs.,0,119,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,outcome,FTD-R-046-O02,abstract,Mutations in the microtubule-associated protein tau (MAPT) gene are known to cause familial frontotemporal dementia (FTD).,0,122,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,outcome,FTD-R-046-O03,abstract,"In this neuronal culture, the mutant tau protein exhibited reduced phosphorylation levels and was increasingly fragmented by calpain.",659,792,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,outcome,FTD-R-046-O04,abstract,"Furthermore, the mutant tau protein was mislocalized and the axons of the patient-derived neurons displayed morphological and functional abnormalities, which were rescued by microtubule stabilization.",793,993,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-046,FTD,31543469,population,FTD-R-046-P01,title,Pathological Progression Induced by the Frontotemporal Dementia-Associated R406W Tau Mutation in Patient-Derived iPSCs.,0,119,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,entity,FTD-R-051-E01,abstract,FD value measures may be a sensitive index,1497,1539,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,geography,FTD-R-051-G01,affiliation,"Birla Institute of Technology and Science Pilani, Hyderabad Campus, Hyderabad 500078, India",54,145,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,geography,FTD-R-051-G02,affiliation,"Cleveland, OH 44195, USA",220,244,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,method_model,FTD-R-051-M01,abstract,CST and whole brain GM and WM morphometric changes using FD analyses,580,648,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,method_model,FTD-R-051-M02,abstract,assigned into four groups based on their clinical or radiographic phenotypes,927,1003,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,outcome,FTD-R-051-O01,abstract,ALS and frontotemporal dementia (ALS-FTD) showed significantly higher CST FD values,1076,1159,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,outcome,FTD-R-051-O02,abstract,lower primary motor and sensory cortex GM FD values,1164,1215,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,population,FTD-R-051-P01,abstract,ALS patients (n = 75),886,907,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-051,FTD,33799358,population,FTD-R-051-P02,abstract,neurologic controls (n = 14),852,880,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,entity,FTD-R-052-E01,abstract,"The C9orf72 repeat expansion causes amyotrophic lateral sclerosis and frontotemporal dementia, but the poor correlation between C9orf72-specific pathology and TDP-43 pathology linked to neurodegeneration hinders targeted therapeutic development.",0,245,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,entity,FTD-R-052-E02,title,Cell-to-cell transmission of C9orf72 poly-(Gly-Ala) triggers key features of ALS/FTD.,0,85,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,geography,FTD-R-052-G01,affiliation,"German Center for Neurodegenerative Diseases (DZNE), Munich, Germany.",0,69,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,geography,FTD-R-052-G02,affiliation,"Department of Biomedical Sciences of Cells and Systems, University of Groningen, Groningen, The Netherlands.",548,656,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,outcome,FTD-R-052-O01,abstract,"Here, we addressed the role of the aggregating dipeptide repeat proteins resulting from unconventional translation of the repeat in all reading frames.",246,397,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,outcome,FTD-R-052-O02,abstract,"Poly-GA promoted cytoplasmic mislocalization and aggregation of TDP-43 non-cell-autonomously, and anti-GA antibodies ameliorated TDP-43 mislocalization in both donor and receiver cells.",398,583,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,outcome,FTD-R-052-O03,abstract,Boosting proteasome function with rolipram reduced both poly-GA and TDP-43 aggregation.,919,1006,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-052,FTD,32175624,population,FTD-R-052-P01,abstract,"Our data from cell lines, primary neurons, transgenic mice, and patient tissue suggest that poly-GA promotes TDP-43 aggregation by inhibiting the proteasome cell-autonomously and non-cell-autonomously, which can be prevented by inhibiting poly-GA transmission with antibodies or boosting proteasome activity with rolipram.",1007,1329,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,geography,FTD-R-054-G01,affiliation,"From the Departments of Neurology (Moheb, Ashla, Mendez) and Psychiatry and Biobehavioral Sciences (Charuworn, Mendez), David Geffen School of Medicine, University of California at Los Angeles; and the Neurobehavior Unit, VA Greater Los Angeles Healthcare System, Los Angeles (Desarzant, Chavez, Mendez).",0,304,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,outcome,FTD-R-054-O01,abstract,"RESULTS: Only hoarding and collecting was significantly common in both bvFTD and OCD; otherwise, the bvFTD patients had very low frequencies of the common OCD behaviors of checking, cleaning, counting, and ordering.",899,1114,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,outcome,FTD-R-054-O02,abstract,"The repetitive behaviors in bvFTD were not associated with verbalized anxiety, obsessional ideation, or reports of relief after completing the act.",1115,1262,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,outcome,FTD-R-054-O03,abstract,"Finally, among the bvFTD patients, the repetitive behaviors were always associated with impulsive or disinhibited behaviors, such as inappropriate verbal or physical behavior.",1413,1588,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,outcome,FTD-R-054-O04,abstract,"CONCLUSIONS: These findings suggest that the repetitive behaviors in bvFTD are repetitive impulsions, possibly from specific involvement of frontostriatal-anterior temporal pathology.",1589,1772,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-054,FTD,30537913,population,FTD-R-054-P01,abstract,"Patients with bvFTD often have perseverative, stereotyped, or compulsive-ritualistic behavior as an early aspect of their disorder.",132,263,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-056,FTD,34161229,entity,FTD-R-056-E01,title,Multiple pathways of toxicity induced by C9orf72 dipeptide repeat aggregates and G4C2 RNA in a cellular model.,0,110,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-056,FTD,34161229,geography,FTD-R-056-G01,affiliation,"Max Planck Institute of Biochemistry, Martinsried, Germany.",0,59,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-056,FTD,34161229,geography,FTD-R-056-G02,affiliation,"Université Paris-Saclay, CEA, CNRS, Institute for Integrative Biology of the Cell (I2BC), Gif-sur-Yvette, France.",62,175,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-056,FTD,34161229,geography,FTD-R-056-G03,affiliation,"Department of Quantitative Biomedicine, University of Zurich, Zurich, Switzerland.",178,260,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-056,FTD,34161229,geography,FTD-R-056-G04,affiliation,"Department of Biomedical Sciences of Cells and Systems, University Medical Center Groningen, University of Groningen, Groningen, Netherlands.",263,404,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-056,FTD,34161229,outcome,FTD-R-056-O01,abstract,Production of the G4C2 RNA strongly reduced viability independent of DPR translation and caused pronounced inhibition of nuclear mRNA export and protein biogenesis.,744,908,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,entity,FTD-R-057-E01,title,TMEM106B modifies TDP-43 pathology in human ALS brain and cell-based models of TDP-43 proteinopathy.,0,100,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,entity,FTD-R-057-E02,abstract,"Here, we investigated the influence of genotypes at TMEM106B, a locus associated with risk for FTLD-TDP, and hexanucleotide repeat expansions in C9orf72, a known genetic cause for both ALS and FTLD-TDP, on global TDP-43 pathology and regional distribution of TDP-43 pathology in 899 postmortem cases from a spectrum of neurodegenerative diseases.",422,768,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,geography,FTD-R-057-G01,affiliation,"Department of Neurology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA.",0,104,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,geography,FTD-R-057-G02,affiliation,"Department of Neurology, The First Affiliated Hospital of Shandong First Medical University, Jinan, Shandong, China.",107,223,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,outcome,FTD-R-057-O01,abstract,"Here, we investigated the influence of genotypes at TMEM106B, a locus associated with risk for FTLD-TDP, and hexanucleotide repeat expansions in C9orf72, a known genetic cause for both ALS and FTLD-TDP, on global TDP-43 pathology and regional distribution of TDP-43 pathology in 899 postmortem cases from a spectrum of neurodegenerative diseases.",422,768,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,outcome,FTD-R-057-O02,abstract,"We found that, among the 110 ALS cases, minor (C)-allele homozygotes at the TMEM106B locus sentinel SNP rs1990622 had more TDP-43 pathology globally, as well as in select brain regions.",769,954,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,outcome,FTD-R-057-O03,abstract,C9orf72 expansions similarly associated with greater TDP-43 pathology in ALS.,955,1032,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,outcome,FTD-R-057-O04,abstract,"We found that partial knockdown of TMEM106B, to levels similar to what would be expected in rs1990622 C allele carriers, led to development of more TDP-43 cytoplasmic aggregates, which were more insoluble, in this system.",1335,1556,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-057,FTD,34152475,population,FTD-R-057-P01,abstract,"Here, we investigated the influence of genotypes at TMEM106B, a locus associated with risk for FTLD-TDP, and hexanucleotide repeat expansions in C9orf72, a known genetic cause for both ALS and FTLD-TDP, on global TDP-43 pathology and regional distribution of TDP-43 pathology in 899 postmortem cases from a spectrum of neurodegenerative diseases.",422,768,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-060,FTD,32830216,entity,FTD-R-060-E01,title,Limbic-predominant age-related TDP-43 encephalopathy differs from frontotemporal lobar degeneration.,0,100,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-060,FTD,32830216,geography,FTD-R-060-G01,affiliation,"Alzheimer's Disease Core Center, University of Pennsyvania, Philadelphia, PA, USA.",0,82,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-060,FTD,32830216,method_model,FTD-R-060-M01,abstract,These sections were stained for phospho-TDP-43 immunohistochemically and evaluated independently by two University of Kentucky neuropathologists blinded to case data.,1423,1589,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-060,FTD,32830216,outcome,FTD-R-060-O01,abstract,"Also across both cohorts, cases with FTLD-TDP died younger than those with LATE-NC (P < 0.0001).",2840,2936,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-060,FTD,32830216,outcome,FTD-R-060-O02,abstract,"We conclude that in most cases, severe LATE-NC and FTLD-TDP can be differentiated by applying simple neuropathological criteria.",2937,3065,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-060,FTD,32830216,population,FTD-R-060-P01,abstract,"A practical challenge is that different autopsy cohorts are composed of disparate groups of research volunteers: hospital- and clinic-based cohorts are enriched for FTLD-TDP cases, whereas community-based cohorts have more LATE-NC cases.",540,777,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,entity,FTD-R-065-E01,title,Exploratory Tau PET/CT with [11C]PBB3 in Patients with Suspected Alzheimer's Disease and Frontotemporal Lobar Degeneration: A Pilot Study on Correlation with PET Imaging and Cerebrospinal Fluid Biomarkers.,0,205,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,geography,FTD-R-065-G01,affiliation,"Department of Nuclear Medicine, Ulm University Medical Center, 89081 Ulm, Germany.",0,82,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,geography,FTD-R-065-G02,affiliation,"Psychiatric Services Thurgau (Academic Teaching Hospital of the University of Konstanz), 8596 Münsterlingen, Switzerland.",321,442,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,geography,FTD-R-065-G03,affiliation,"National Institute of Radiological Sciences, Chiba 263-8555, Japan.",530,597,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,method_model,FTD-R-065-M01,title,Exploratory Tau PET/CT with [11C]PBB3 in Patients with Suspected Alzheimer's Disease and Frontotemporal Lobar Degeneration: A Pilot Study on Correlation with PET Imaging and Cerebrospinal Fluid Biomarkers.,0,205,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,method_model,FTD-R-065-M02,abstract,"Given diagnostic challenges with symptoms and conventional imaging, [11C]PBB3 PET/CT's potential to enhance accuracy was investigated by correlating tau pathology with cerebrospinal fluid (CSF) biomarkers, positron emission tomography (PET), computed tomography (CT), amyloid-beta, and Mini-Mental State Examination (MMSE).",299,622,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,outcome,FTD-R-065-O01,abstract,This study investigates the use of [11C]PBB3 PET/CT imaging to visualize tau pathology and improve diagnostic accuracy.,179,298,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,outcome,FTD-R-065-O02,abstract,"Significant inverse correlations were found between [11C]PBB3 SUV-Rs and MMSE scores, but not with CSF-tau or CSF-amyloid-beta levels.",1113,1247,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,outcome,FTD-R-065-O03,abstract,"Further research is essential to validate these findings and refine the use of tau-specific PET imaging in clinical practice, ultimately improving patient care and treatment outcomes.",1615,1798,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,population,FTD-R-065-P01,abstract,"We conducted [11C]PBB3 PET/CT imaging on 24 patients with suspected AD or FTLD, alongside [11C]PiB PET/CT (13 patients) and [18F]FDG PET/CT (15 patients).",623,777,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,population,FTD-R-065-P02,abstract,"We conducted [11C]PBB3 PET/CT imaging on 24 patients with suspected AD or FTLD, alongside [11C]PiB PET/CT (13 patients) and [18F]FDG PET/CT (15 patients).",623,777,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-065,FTD,39062033,population,FTD-R-065-P03,abstract,"We conducted [11C]PBB3 PET/CT imaging on 24 patients with suspected AD or FTLD, alongside [11C]PiB PET/CT (13 patients) and [18F]FDG PET/CT (15 patients).",623,777,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,geography,FTD-R-066-G01,affiliation,"Latin American Brain Health Institute (BrainLat), Universidad Adolfo Ibáñez, Peñalolén, Santiago, Chile.",0,104,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,geography,FTD-R-066-G02,affiliation,"Global Brain Health Institute (GBHI), University of California San Francisco (UCSFA), San Francisco, California, USA.",107,224,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,geography,FTD-R-066-G03,affiliation,"Trinity College Dublin, Dublin, Ireland.",227,267,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,geography,FTD-R-066-G04,affiliation,"Izmir University of Economics, Faculty of Medicine, Fevzi Çakmak, Balçova/İzmir, Sakarya, Turkey.",735,832,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,geography,FTD-R-066-G05,affiliation,"School of Psychological Sciences and Health, University of Strathclyde, Glasgow, Scotland.",936,1026,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,geography,FTD-R-066-G06,affiliation,"Neuroscience Research Group, University of Antioquia, Bogotá, Colombia.",1029,1100,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,geography,FTD-R-066-G07,affiliation,"Buenos Aires Physics Institute and Physics Department, University of Buenos Aires, Intendente Güiraldes 2160 - Ciudad Universitaria, Buenos Aires, Argentina.",1568,1725,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,method_model,FTD-R-066-M01,abstract,"Electroencephalography (EEG) is a high temporal resolution, cost-effective technique for studying dementia globally, but lacks mechanistic models and produces non-replicable results.",174,356,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,outcome,FTD-R-066-O01,title,Viscous dynamics associated with hypoexcitation and structural disintegration in neurodegeneration via generative whole-brain modeling.,0,135,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,outcome,FTD-R-066-O02,abstract,"Electroencephalography (EEG) is a high temporal resolution, cost-effective technique for studying dementia globally, but lacks mechanistic models and produces non-replicable results.",174,356,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,outcome,FTD-R-066-O03,abstract,"RESULTS: Metaconnectivity outperformed pairwise connectivity and revealed more viscous dynamics in patients, with altered metaconnectivity patterns associated with multimodal disease presentation.",596,792,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,outcome,FTD-R-066-O04,abstract,"We replicated the main results in a second subset of participants for validation with unharmonized, heterogeneous recording settings.",973,1106,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-066,FTD,38501336,population,FTD-R-066-P01,abstract,"This model was applied to Global South participants (AD, bvFTD, and healthy controls).",509,595,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-068,FTD,38477959,geography,FTD-R-068-G01,affiliation,"Institute of Neurology, Azienda Ospedaliero Universitaria di Cagliari, Cagliari, Italy.",0,87,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-068,FTD,38477959,outcome,FTD-R-068-O01,abstract,"RESULTS: Point prevalence estimates were 6.4% (95% CI: 1.5 to 11.3) in Alzheimer's disease, 8.9% (95% CI: 1.4 to 16.4), in vascular dementia, and 6% (95% CI: 1.3 to 10.7) in fronto-temporal dementia, rates that were greater than those observed in the healthy elderly population.",690,968,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-068,FTD,38477959,population,FTD-R-068-P01,abstract,OBJECTIVE: Several studies have demonstrated a higher frequency of seizures and epilepsy in Alzheimer's disease and other forms of dementia as compared with healthy elderly individuals.,0,185,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-069,FTD,38106054,geography,FTD-R-069-G01,affiliation,"University of California, San Francisco, Memory and Aging Center, Department of Neurology, Weill Institute for Neurosciences, San Francisco, CA, USA.",0,149,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-069,FTD,38106054,method_model,FTD-R-069-M01,abstract,"We addressed this question using structural and functional MRI from 221 patients with AD (n=82), behavioral variant FTD (n=41), corticobasal syndrome (n=27), nonfluent (n=34) and semantic (n=37) variant primary progressive aphasia, and 100 cognitively normal individuals.",278,549,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-069,FTD,38106054,outcome,FTD-R-069-O01,abstract,Cognitive and behavioral deficits in Alzheimer's disease (AD) and frontotemporal dementia (FTD) result from brain atrophy and altered functional connectivity.,0,158,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-069,FTD,38106054,outcome,FTD-R-069-O02,abstract,Structural and functional component scores predicted global and domain-specific cognitive deficits.,933,1032,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-069,FTD,38106054,population,FTD-R-069-P01,abstract,"We addressed this question using structural and functional MRI from 221 patients with AD (n=82), behavioral variant FTD (n=41), corticobasal syndrome (n=27), nonfluent (n=34) and semantic (n=37) variant primary progressive aphasia, and 100 cognitively normal individuals.",278,549,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-072,FTD,35943443,geography,FTD-R-072-G01,affiliation,"Taub Institute for Research on Alzheimer's Disease and the Aging Brain, Columbia University Irving Medical Center, New York, NY, USA.",0,133,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-072,FTD,35943443,method_model,FTD-R-072-M01,abstract,"The current paper presents a subset of data from the FTD Insights Survey, chronicling the diagnostic journey, symptoms, and the impact of FTD on distress, quality of life, and independence, in the mild to moderate stages of the disease.",389,625,high
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-072,FTD,35943443,outcome,FTD-R-072-O01,abstract,"Hearing directly from individuals living with FTD and their care partners is critical in optimizing care, identifying meaningful clinical trial endpoints, and improving research recruitment and retention.",184,388,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,FTD-R-072,FTD,35943443,outcome,FTD-R-072-O02,abstract,"Most frequently endorsed symptoms tended to be consistent with clinical characteristics of the specific diagnosis, though there was significant variability in symptoms reported within diagnostic categories as well as considerable overlap in symptoms between diagnostic categories.",909,1189,high
